10000 25000
1383 8283 95
5038 6790 99
3624 6777 26
359 8942 85
2100 2806 67
6833 7424 96
492 7009 10
6617 8489 57
8127 9825 24
7451 8980 98
7667 7891 19
1870 8612 14
7958 9925 55
2812 9378 2
2896 4218 86
7941 8836 63
7153 8329 85
779 8808 88
4312 5029 23
3975 7027 13
3215 3622 28
313 3131 60
335 1946 46
5450 5640 78
7954 9526 55
1810 2973 13
7622 8759 51
1655 2413 38
3440 6445 34
2607 4489 55
922 8831 98
790 2500 91
174 2921 45
6542 9986 48
847 6999 70
5507 9005 20
5963 8250 81
990 3690 100
10 384 44
5426 9898 84
8479 9148 92
2594 3302 71
2741 7420 70
5683 8248 11
4837 8724 57
2051 7817 15
353 1405 18
513 6637 16
1167 4446 20
4857 9652 75
6667 6937 11
437 8909 51
1608 8622 37
241 5772 95
1262 3646 23
6700 7103 39
3353 4558 10
2774 5855 36
4783 4921 13
7697 9182 63
6995 7747 23
4112 7544 80
6391 7231 43
4276 5473 43
3033 6904 40
7115 9884 87
2272 5585 54
826 6441 87
3426 9625 92
2898 9864 96
6624 9686 51
2298 9358 88
4601 5023 52
927 4057 9
7076 8694 45
221 294 71
2003 8831 66
6205 9065 40
217 7312 54
1549 5947 93
1486 3215 85
1865 6193 45
2190 3222 76
6539 7367 72
1456 9668 30
2180 2248 66
973 6522 94
796 1014 67
270 8805 71
2904 7333 25
147 3323 87
1242 8459 30
3764 6437 54
490 6473 89
6878 8428 41
5194 7661 54
6193 8574 14
4176 7607 57
7560 8722 1
1731 4282 74
4166 6510 97
2668 8875 34
1748 9975 39
4590 9676 41
2271 5088 23
2128 5746 22
1306 5401 97
397 2667 22
4568 7176 19
2015 7121 9
7500 7548 59
4215 7800 84
2678 8478 67
6919 8117 31
2526 9301 40
6112 9327 39
6438 9898 46
738 8077 83
2163 2723 92
285 614 9
3057 5526 88
6852 7846 14
3169 7405 17
1102 4007 97
9326 9976 65
2351 2749 40
5182 7538 23
103 847 72
2184 4269 59
1206 3544 41
4029 6537 78
647 6463 35
3931 4232 35
2662 9456 43
8217 8830 18
3562 7312 40
3516 6402 25
8376 9027 75
310 3847 54
6424 9430 98
15 1114 31
3471 3899 54
2962 9933 74
4203 8092 97
806 6942 46
6309 8136 24
1857 5333 41
5849 8318 98
7261 8862 37
401 1376 20
3795 4292 78
1314 8397 79
5720 9494 60
4998 9211 56
3244 6185 70
5349 7379 91
799 1602 34
2095 7593 19
1916 6445 84
3614 6273 91
3848 7796 84
8888 9088 30
4502 7405 72
5799 7001 11
1927 7935 39
1193 7378 2
4681 9804 42
5329 8934 10
1530 7441 97
767 8911 87
216 5411 64
151 4440 15
3717 5896 56
1413 3839 86
176 6949 31
5898 9265 78
2308 4389 18
8879 9726 87
1171 8868 66
1845 5188 75
1108 1128 46
4608 9417 78
3465 3765 83
8754 8859 89
5462 9980 36
1549 6827 13
2941 9500 24
689 3260 88
7645 9577 1
897 1179 12
1779 4219 70
2107 6020 45
2421 4880 80
916 8168 14
1229 9150 38
1750 2623 33
8080 9957 53
2137 5145 88
7371 9984 66
1483 4468 20
910 3465 21
2776 9298 25
4954 6047 78
4395 8026 26
1590 4594 86
6352 7726 46
2833 8228 91
4535 8275 85
9108 9366 26
1327 6411 23
139 4729 65
871 7795 100
232 9714 70
3350 3755 18
5718 8897 33
6072 6592 87
4880 5586 79
2289 7748 23
1545 7367 4
3456 7855 22
4847 5800 98
935 5245 38
1595 4022 50
3331 7223 27
4666 7990 20
2959 9770 71
6705 9080 92
2006 4423 99
222 1965 59
1871 9848 91
177 4788 45
7882 8986 79
2302 6514 90
3944 7461 62
5952 6824 55
2011 7188 5
3460 8882 10
223 8376 98
3665 6265 60
4141 4521 58
839 9672 87
3120 8017 91
7798 9876 47
928 8423 25
5255 8340 67
2443 2513 37
3670 7415 72
7948 9796 47
440 3156 52
8955 9038 78
8886 9558 59
2680 7056 54
3020 6054 56
9194 9635 67
4359 6775 73
7260 8339 32
597 4211 25
7653 7722 53
8313 9861 61
4920 8841 88
1764 7591 65
3275 8931 19
177 1709 16
552 6604 57
1806 2476 77
2473 9136 79
965 4437 21
4191 8483 46
4775 9244 10
3836 5529 99
1398 4192 95
5180 8503 87
4316 5382 89
3702 9864 58
2156 9141 52
9443 9453 58
9901 9967 69
3438 6264 62
2118 3672 37
3719 5012 97
5738 8752 19
2715 3466 49
6940 7656 9
2040 3246 89
6732 7613 1
200 8196 9
4672 7009 11
582 4032 49
1845 2184 43
357 8091 5
6666 7959 92
8779 9543 71
3012 3849 97
1368 7557 49
4926 5064 43
2289 9558 94
3598 7502 19
902 2481 21
1362 2730 31
7828 8565 92
4696 9648 8
7268 9712 93
8653 9222 83
3203 8486 46
327 6859 37
474 9196 71
2202 8245 21
5565 6333 70
1546 6566 76
4668 5076 96
4958 6174 67
275 6322 76
7091 9033 18
2760 4365 63
8087 9055 86
1905 6219 34
1161 2822 2
1827 2265 91
6979 8877 88
8104 9408 20
3831 4727 8
882 6869 84
6025 9729 43
196 1329 71
1430 8741 97
7414 9351 92
5268 9427 73
6279 9192 60
378 8844 96
4508 5139 71
366 8255 79
5734 6589 93
4626 6789 80
1613 8581 51
7793 8565 40
8300 8671 65
1481 7505 34
1369 7651 69
1611 4827 22
3663 3670 28
4708 7973 12
650 6254 86
7167 9532 17
4864 6607 39
271 3590 23
3318 7550 16
5887 9451 4
4079 7113 70
2747 4104 32
6271 7611 33
7817 9315 54
3642 8754 59
5584 8267 36
5672 7405 51
2074 6487 46
4730 9539 21
5452 9336 51
3984 6075 75
1591 3533 34
1457 3409 84
765 5575 83
2174 9294 72
2122 4942 57
5636 8129 73
908 5858 26
9686 9776 72
7259 9485 66
4685 6889 85
3887 4965 17
912 4082 76
1348 9152 34
79 6331 76
4738 5055 18
4649 8400 12
2820 8722 35
268 1162 100
1144 8362 69
4031 4203 56
607 6382 68
5923 7579 38
7049 9964 58
2619 4788 85
1625 8621 22
4718 6386 93
1901 2789 53
2194 5672 39
1081 6088 21
1546 7589 15
5463 7312 21
3346 6360 1
369 6580 20
6285 7986 62
2330 9881 88
3858 6573 50
491 9564 73
7448 9060 41
3963 7001 47
2406 4419 75
2800 7610 32
975 5530 72
7757 7965 6
1395 9110 53
4867 9518 21
3709 5564 63
1848 3591 82
1303 5710 35
110 8003 76
3117 8911 89
890 3363 5
4762 4833 31
987 6279 18
3568 3890 40
6503 8547 44
7501 9902 32
865 6725 27
216 9315 67
4612 5452 52
2969 3253 15
6293 7980 71
3190 3391 71
5647 7801 95
4669 7454 62
3473 9246 55
929 5764 15
4185 7706 49
424 6023 7
4421 9757 20
1948 2671 41
1188 7772 91
988 3294 94
190 2824 62
7406 7867 67
204 9405 69
2545 3469 89
4900 7009 39
7356 7827 2
1891 9622 42
407 8093 38
6688 9030 51
5883 8162 91
5864 6522 68
258 1134 31
1800 8759 15
1236 4020 13
9361 9891 79
5602 8332 31
496 5843 48
2462 4141 87
4097 6946 44
630 6509 94
5322 9460 33
1095 4491 74
3122 5053 35
2832 4059 53
5577 9235 99
2761 9465 39
8346 9816 37
778 3716 35
2153 4559 56
7576 8346 69
312 5337 90
3841 6184 69
483 9340 46
2781 8333 74
2481 7487 63
1275 7239 76
8606 9972 78
2924 7506 78
5661 6882 86
797 4667 94
3906 4969 23
1084 2588 39
514 8631 12
2352 6994 50
4375 8767 52
803 7040 92
4646 9780 34
368 9657 6
4535 7974 72
567 6104 74
6350 7816 100
4116 9004 99
8576 9976 9
6217 9629 95
106 1015 85
893 8172 40
4671 4793 11
5794 6857 84
5850 9919 84
6269 8129 33
1241 5991 17
1368 7221 90
3529 8999 61
3151 4027 57
2983 9632 72
1250 7932 64
141 3377 34
1793 3356 24
335 4590 9
3164 8978 21
599 6565 98
232 268 94
6447 6686 96
4914 8592 51
4931 4954 26
2959 4470 99
6347 9956 68
26 8954 19
4878 7634 78
3079 7454 52
5335 8768 14
422 5573 75
417 8470 68
3178 9457 47
8184 9810 36
216 2088 74
1246 2030 16
6687 9376 58
1587 3886 81
6013 7781 1
6485 8984 67
1822 2598 29
5316 6023 50
67 1408 1
294 8129 12
1647 5707 10
348 623 42
2225 2276 49
2746 7118 36
4157 4852 33
5970 8753 27
313 5646 22
8150 9310 24
2654 5021 73
1614 3136 13
2359 5764 15
5518 5637 59
3701 8315 50
5758 8022 28
4966 5969 39
4762 9522 71
4312 6618 94
2983 8037 62
8449 9481 66
5720 9192 66
2378 6663 58
2109 9052 56
1207 7510 45
5827 8129 37
3579 9990 50
2769 4671 20
429 1798 1
1804 7295 77
7162 8807 66
9171 9862 86
6429 7047 98
121 1185 49
65 1373 99
2944 8600 46
8389 9389 99
9407 9795 31
5484 5687 36
882 5214 30
48 8690 18
6012 7902 28
2084 7653 88
1610 6995 51
2616 4150 74
2679 9030 19
1743 4250 83
4441 6571 90
439 3639 6
277 1060 11
1872 8727 81
1199 2251 66
134 6018 78
860 5945 20
6708 9966 39
7316 8791 24
4629 6486 30
3273 5501 62
6125 7527 82
353 7839 32
1266 7842 68
448 7745 64
5068 6351 60
8022 8440 48
4540 5611 22
3536 4864 100
7074 9735 96
5618 7052 14
1376 3630 44
2590 4744 76
823 2273 2
817 7584 43
3075 6420 34
3209 3415 32
1907 2072 64
453 3156 49
354 7549 42
3083 7359 29
1716 7880 56
3259 8173 14
5770 7509 91
5485 7005 11
478 8335 98
5834 8796 87
3562 8254 30
1384 9026 53
3177 7702 77
3832 4855 40
1460 9970 85
1809 2735 72
6729 7770 97
2736 6059 80
7085 7800 17
5343 7130 38
6811 9037 79
1299 6422 79
6138 7303 94
654 2326 55
960 7169 90
3996 9502 78
804 1537 42
2149 4012 32
4320 5940 15
4351 4796 91
2423 9698 94
3670 7211 98
3226 5720 54
4608 8047 8
900 5220 32
4065 5743 57
2786 7345 19
6626 8600 35
2039 9114 27
1919 8522 69
6222 8566 79
1723 3584 32
2262 7057 5
2481 6174 26
5165 9883 15
1050 5733 56
3675 7684 47
6814 8357 11
5506 9176 63
4712 9051 54
4984 6613 98
7985 9318 55
8589 9294 75
380 8375 66
1534 7581 39
4202 8216 52
2099 5113 88
5915 8670 31
798 5926 25
7982 8528 35
557 5030 99
510 8362 17
5556 5839 34
7718 9843 22
370 5581 37
1189 6821 45
1787 3438 65
1422 3265 20
516 1624 92
2306 9592 6
6104 7083 52
7153 9838 20
3204 7070 92
2930 4993 31
745 4456 93
2027 5329 72
121 9676 98
1127 5788 55
202 6304 3
922 5069 28
4061 4901 61
2697 8320 16
1256 7222 12
1803 3969 67
308 3976 82
3526 6705 37
2116 5161 8
2995 8597 30
574 6891 11
1723 3281 55
5568 6462 42
7534 8514 28
4657 9262 56
5469 8465 89
6878 8160 60
8566 8941 74
5221 5549 12
2666 8398 16
4941 6461 69
5901 6454 31
2748 5681 77
1757 7312 17
588 2621 71
3342 7741 63
3829 4014 97
408 5470 69
1086 7934 68
1310 8392 25
2430 3005 60
4596 6122 56
7453 8811 62
4009 8140 86
4292 6826 80
5041 5832 27
6008 7587 86
5230 8982 37
1478 4147 70
7818 8446 9
7368 8831 15
1297 7095 59
1167 9619 37
1 7073 19
2259 2419 92
2066 4258 67
3471 8277 47
3966 6455 19
2779 3280 5
2813 2860 36
5065 7761 61
2310 6707 8
206 6364 39
4254 4826 81
3477 9557 28
4746 8426 5
5302 9009 57
3011 7487 68
235 5136 69
2456 7782 46
4165 5831 17
4708 5015 54
6281 7293 23
528 9305 99
844 7112 45
5572 9799 37
361 7515 1
2089 2676 2
2287 4985 50
3581 8148 32
7014 8318 20
21 6669 88
6373 9289 89
8371 9778 72
7127 7685 12
875 2816 13
1124 6251 71
2230 4405 14
126 4870 39
3732 9101 96
1925 8300 53
7960 9957 70
4246 6192 45
1429 1832 53
3047 9988 69
4583 8606 73
6100 8879 77
1684 8561 94
4687 6349 69
8802 9363 89
828 9303 56
883 2481 80
1814 6406 58
4423 5451 99
6932 8932 74
7526 9106 84
5174 5362 69
8079 9587 20
2730 8317 51
562 6432 74
2332 4713 73
2971 9023 70
22 4224 89
3163 4090 56
696 6856 28
872 7670 14
562 9924 57
8444 8564 63
1155 8732 51
938 8765 100
2123 4313 42
3612 5401 21
3220 6335 40
3501 6551 26
5087 6386 58
287 7177 50
4925 5087 83
2258 5938 76
5985 8079 99
1250 1476 45
2570 3874 89
5601 8984 2
3917 8983 37
2701 6957 94
4085 9697 75
6250 7949 58
1290 5542 72
852 5312 4
4678 8596 95
9373 9975 73
1915 7272 46
821 8618 98
851 6748 51
1658 4758 87
1547 7523 20
2195 7737 97
762 9062 51
199 1498 86
6721 6798 37
4820 5181 93
4319 8685 52
5319 9142 90
6494 8449 90
4790 8007 76
1825 6185 97
1382 6934 16
2570 7255 41
1062 1649 31
166 5818 67
1935 5039 37
213 6904 46
2040 8692 17
507 2456 61
9257 9480 2
2557 9920 57
845 8945 5
5169 6643 70
5664 7951 68
4565 7383 95
3829 9032 96
7200 9082 34
1003 3242 97
2900 5750 43
1881 9542 16
3636 8548 30
4002 6182 52
7604 9941 61
917 6940 77
8650 9593 80
7770 8094 34
5048 7277 71
5168 5690 19
1889 3296 74
7057 7871 63
1376 7504 47
134 5965 82
2734 7389 14
9458 9815 6
298 5573 9
218 8372 35
3972 4296 1
3233 3386 48
2641 8190 66
7004 9750 68
123 676 20
2722 3289 72
2869 7474 13
4575 8740 73
8972 9297 83
1279 2645 80
2270 8472 5
2596 6080 43
2309 8766 71
2557 4412 73
1717 8288 30
448 4459 60
1433 3828 63
4466 5407 22
310 9262 53
162 6008 30
3834 8597 80
326 967 40
5873 9148 53
7510 8156 17
3142 8881 98
5559 8818 80
2081 8578 22
5935 9147 22
468 9400 20
5260 8249 4
2551 5635 82
2053 5846 50
3577 4360 77
7563 7691 80
2468 5480 29
3927 6045 27
347 5062 68
304 3531 40
2599 8469 35
783 7865 83
3910 5827 50
37 4404 97
8978 9042 40
3787 4984 33
1480 6745 99
3812 5674 68
2061 8439 97
488 3938 34
3326 6805 76
3615 7854 25
7622 7850 71
1865 4118 47
2895 7905 84
4710 8419 18
3174 4719 82
1413 6815 24
5387 7236 87
117 9857 83
1950 2853 1
3949 9197 34
1850 3285 28
4933 5008 57
1496 4710 22
6408 7434 84
8071 9619 51
7824 8634 16
3054 5874 38
9250 9579 29
4618 8285 80
3767 4973 90
2127 6688 65
2656 6481 43
1009 3299 2
5113 7338 4
2371 6870 15
1332 6389 2
6243 7652 80
6736 6882 59
2992 4896 58
718 9696 79
5988 9163 16
2327 7001 9
9758 9806 6
5784 9220 96
4279 9844 21
2033 8780 55
1005 8265 98
5814 8906 77
1018 2234 15
3011 8819 92
2477 3627 96
48 5926 65
404 9464 73
294 4734 91
4140 5744 39
4825 9429 35
7501 9844 51
5394 7028 69
3111 8610 16
2480 6888 18
1624 6319 40
6585 9325 58
4749 6248 43
7461 8385 29
4517 9508 33
183 3143 52
3847 5666 6
1543 2719 70
1624 3546 86
748 5134 55
3317 4484 32
5261 8155 97
5195 7340 51
1105 3741 40
3937 9258 33
1805 7500 27
547 9196 99
113 4033 14
2701 7793 21
6226 9960 71
4123 4404 27
8259 9699 80
362 2567 26
5851 7724 71
192 6811 32
4349 6734 5
5663 9674 100
3038 5269 64
4976 9193 85
600 1045 95
4472 5855 60
5839 5974 80
1171 9811 46
2121 4886 12
554 4981 85
69 3151 73
1141 7659 77
1323 1810 18
548 8944 74
7782 8613 65
2189 7041 95
1904 9744 15
2513 8070 56
6091 6434 22
389 5428 100
1528 3919 51
155 3071 67
4677 6647 26
766 1703 58
2498 4986 78
428 7969 95
3228 5175 75
6335 9488 48
7107 7858 20
7610 9787 8
266 4763 4
594 9150 54
8814 9567 27
925 5607 55
2417 3283 60
6 6460 73
3669 7560 86
6723 7762 13
7197 7725 10
2511 6678 6
395 7435 100
1403 8146 1
2588 4291 50
2664 4713 100
2089 7755 93
17 7766 79
7158 7357 18
5173 6099 66
3187 5095 21
7476 8773 94
662 1564 84
2134 8180 15
3586 9309 23
884 7331 91
1086 7587 83
2063 4801 7
4938 7803 14
598 9371 71
305 1695 72
3367 3813 66
1163 3732 72
1005 5150 60
1273 9301 99
448 1949 40
2574 6792 65
3028 7120 54
3674 9175 66
6550 6938 21
3041 4655 14
2166 3484 27
7662 8617 95
3715 8974 2
1083 1339 67
2695 8617 81
1689 3556 81
3291 6514 65
7492 9294 26
1176 8388 33
7151 9767 48
6900 7411 56
8702 9882 12
4819 5441 71
3752 4033 4
7220 7423 53
990 1561 42
2842 8492 5
979 1299 36
5506 8752 4
6279 8454 39
1571 4257 77
1858 9175 10
1665 6195 14
1459 9002 31
7611 8837 98
416 9238 38
1338 8443 47
203 3177 47
645 6579 6
51 1017 60
1044 1384 39
2442 4279 13
8773 9823 89
3978 9136 56
5756 9879 69
2984 7797 7
6304 8834 5
6610 7690 21
264 844 14
3384 9776 64
1577 5962 84
1047 8995 60
6575 9133 95
3408 8166 84
784 3361 17
6521 8417 15
3440 4687 20
4261 7223 65
5523 7912 58
6684 6923 31
687 6005 51
9432 9647 4
2167 4423 62
2904 4726 25
7448 7900 36
1564 6199 15
4085 8759 56
1306 6947 25
7852 8997 50
1461 8036 9
5601 8169 52
266 6209 100
7822 9428 11
1462 3530 17
3094 4610 18
3711 7468 83
7459 8370 35
6083 6771 62
5726 8447 51
6899 9750 59
6446 7283 1
779 5823 46
2450 5371 75
1431 7648 49
7739 8392 78
808 5335 8
3664 3971 4
6296 7228 39
9184 9682 73
6653 8694 91
397 2867 5
1077 4377 41
372 2081 15
5124 7342 82
7185 9683 99
1875 3725 35
2286 4547 9
4272 5389 7
31 4095 90
4803 8716 71
1670 2819 73
6724 9654 88
3358 3655 20
4520 5679 30
7907 8016 96
3909 8065 93
8667 9532 35
4946 6807 30
1584 3370 89
836 1811 68
4433 6013 33
2092 8071 86
1090 4894 75
3723 7325 53
6468 8357 79
767 9389 63
108 5246 30
3173 5739 75
123 5551 78
5224 9065 5
8307 8330 32
3041 3713 38
2776 6473 6
3432 4136 29
9492 9670 3
9554 9973 37
8463 8480 65
109 7460 72
496 8406 34
2897 8786 57
1730 2104 80
3503 6893 93
889 7238 25
3155 4603 65
548 5662 25
6841 7550 10
895 1970 64
1587 5488 90
7038 9385 28
5861 7993 13
2202 6692 69
5973 8465 37
1628 5496 72
1196 6355 80
353 6174 26
3614 6165 46
999 1031 20
2048 6852 52
8854 9003 18
699 5745 99
1065 5115 78
3584 4852 45
4384 9323 16
6603 8501 23
7294 8935 60
1237 5075 18
540 2353 35
1536 1978 32
6919 7354 46
7226 9418 100
945 8367 79
3580 6020 21
3874 5810 65
5606 7302 63
4903 9561 81
472 2029 80
4983 8571 18
2049 6368 27
1574 7408 16
4190 9985 2
2686 5814 34
2631 3880 22
9273 9737 72
9582 9990 37
6534 8162 37
1412 2456 57
3178 7295 99
2216 7747 69
137 1001 88
3713 7397 69
1642 3997 97
5912 8298 2
879 6306 93
5815 6513 87
1562 5794 27
5585 8676 38
415 1300 10
1344 9885 39
1908 6843 10
1611 5269 76
6961 8350 79
3060 8445 59
6129 9017 95
593 2039 86
4675 5402 69
454 5566 38
181 6808 46
669 4925 2
1531 1990 56
2798 3771 75
4342 6276 89
2553 4059 16
3000 4118 79
376 9876 7
64 1505 78
7070 9007 30
140 1038 68
3955 7460 74
513 7152 54
4184 8474 3
8112 8636 2
7462 8013 85
957 4814 55
84 502 52
3885 8313 57
4311 4406 50
607 8625 30
5967 7698 10
2558 6804 25
3031 9307 86
4077 4607 12
892 6360 45
2815 7751 13
3272 6933 95
7061 10000 81
5338 5683 68
4299 8621 99
6561 7445 78
6196 7084 62
843 9195 97
9801 9813 86
288 3335 68
13 3814 82
6961 9603 44
3252 4137 10
1897 6084 40
1145 2095 67
99 6540 30
2205 5203 57
2316 3629 66
1176 1253 1
1313 6257 58
192 7339 93
2577 8515 45
8602 8984 22
74 7926 75
3730 5803 42
278 6619 32
2853 3628 82
3392 7366 52
6141 6892 8
1873 7270 74
2426 7648 2
1088 5421 74
7788 8659 58
440 5812 78
1675 4746 51
1067 9474 26
8691 9915 20
5384 6313 5
5651 6966 72
1724 2029 17
3207 5673 36
1651 4895 26
5159 8558 18
2810 7226 13
6917 6973 97
4412 9623 20
5037 7599 54
4409 6265 99
1354 6642 45
1153 7781 72
5027 8582 74
1223 1724 40
1326 6911 51
1594 9197 72
2598 8442 87
2045 5125 34
409 721 62
874 5983 75
3936 6202 70
228 2128 47
5651 6736 64
1157 2587 50
6835 9759 71
4529 5939 72
1884 7740 69
2125 4870 51
3241 4883 67
565 4909 29
3897 8823 29
1024 4806 1
1264 9246 88
4477 4842 2
1145 4245 69
3373 7092 62
3812 7104 65
5653 8942 49
5827 7075 10
1981 6602 79
2920 9106 59
844 7464 7
5591 8100 83
6410 7774 27
2311 2913 14
591 1621 24
3775 7661 20
2385 5174 28
3410 8380 11
79 8847 65
2309 5129 42
3759 8080 12
4121 4464 48
3224 9168 90
7406 8653 9
7493 8025 70
4816 9817 92
1112 7019 59
295 5705 96
671 4637 40
1653 5723 32
3485 5418 5
2283 8079 78
2222 9641 80
8061 9860 83
896 3479 81
3854 8985 51
1697 8407 18
2339 8924 60
738 5807 3
8208 9324 33
864 8298 11
1994 9931 99
458 8271 19
4058 8424 25
1165 8712 82
1787 9698 29
1044 4620 72
844 3886 58
7971 9215 91
3671 4764 31
2139 3724 27
5994 7931 4
7580 8403 17
2100 6194 63
2669 8767 35
22 7776 41
955 5857 12
3229 8637 25
73 1391 20
9435 9990 83
5622 6950 58
7931 9665 37
1331 9628 74
2283 6935 36
835 989 38
5138 7391 1
1622 4892 61
4577 8587 93
1690 7353 55
2176 3673 48
2303 6082 99
2794 5570 92
14 4580 21
997 7208 43
6030 6980 37
1870 5492 69
2739 8203 72
3610 8280 52
972 6862 51
243 2362 16
1657 2233 98
2403 7292 56
874 3988 22
1553 5292 22
906 8798 64
512 2074 31
3860 6755 82
5594 8183 31
6408 8214 23
7107 9738 71
470 826 15
2793 3101 54
221 4546 67
6269 9414 16
5952 7833 93
5244 9827 33
671 2299 12
3810 5133 43
3740 5132 85
555 5299 94
2673 9894 26
847 3031 87
317 5395 57
520 4908 88
653 6213 24
120 8719 41
1396 5600 34
607 6148 71
410 3262 37
5965 5992 50
1149 3619 54
5583 6084 73
2787 4847 36
4021 6292 3
1395 5244 36
8530 9279 40
8134 9105 22
3020 8163 31
2665 6529 23
7214 7359 18
5069 6136 53
2891 3106 90
3881 4746 61
1761 7720 49
10 6433 38
4153 6575 68
4772 7263 93
9174 9524 98
8575 9725 42
6635 8327 70
4989 9214 39
6622 9003 24
5451 5463 52
3850 5309 70
4544 7253 13
3935 4050 36
8175 9717 28
1945 2401 10
5463 6817 12
3691 8111 63
3230 6457 94
1769 9606 3
9569 9759 96
2757 9790 59
2280 9550 7
693 5908 45
6436 7433 48
2653 9853 15
322 6858 68
3642 9541 29
2790 6614 20
1559 4336 24
1170 2263 30
128 2714 55
6827 7430 82
6916 7784 43
6394 6530 40
3447 8885 44
4234 9876 77
614 8666 22
1450 4329 60
2254 8761 49
3302 4739 76
6016 8191 70
5849 8687 42
180 8421 63
8769 9556 49
1150 9760 81
6116 9395 22
1580 6098 30
2704 3149 22
4841 9132 71
369 7552 41
2989 4421 34
5275 5610 44
6263 7680 80
8131 9998 2
2039 7102 76
1031 6837 27
3199 9008 25
5715 8974 36
3424 5161 6
53 5204 47
1490 7843 53
4807 5452 24
1888 5771 90
4891 9090 6
4037 8776 43
2031 6593 88
7633 9802 84
519 8944 93
615 1384 17
1337 9213 12
3313 5830 68
1686 4539 89
6177 8553 66
2448 4883 56
66 1105 75
3682 9296 52
435 7068 54
8632 8966 42
7180 8006 94
3682 8951 46
334 5461 40
1991 6882 99
2185 8903 83
653 1719 61
535 9992 55
509 2369 16
238 4980 80
1170 5962 68
6286 9291 20
6367 6984 19
3500 8123 31
1116 4897 14
726 4669 81
2036 4978 71
5421 9484 76
2271 5174 70
1296 6487 45
1543 3619 60
253 8201 25
4391 6200 42
7295 9758 36
35 5794 55
3622 8712 50
1943 2795 75
4798 6364 52
6542 6921 34
1540 9770 100
2633 5172 46
353 397 24
4125 7436 19
1183 5923 37
1531 7484 87
1819 8492 48
6537 7017 13
4018 5008 46
3089 6520 15
1839 6254 23
1022 7431 74
6353 7748 1
1843 8690 86
2687 3941 76
3552 6354 96
5137 8884 14
2868 7913 21
7105 8414 87
937 4790 8
4489 7069 34
4171 4942 90
3052 4720 47
26 6866 84
5350 9092 36
2006 5657 76
5548 9268 55
3574 7576 63
7940 9714 1
188 1399 59
3744 6287 16
1279 2446 42
3978 7161 93
4147 9625 80
2793 9246 31
943 1255 84
2391 6066 39
3297 6847 2
2042 9716 94
1695 7950 83
1088 7245 34
1497 8892 16
2456 6611 81
4814 6026 7
1081 1305 40
8760 9422 14
2860 3548 13
3311 3609 43
4119 8118 66
3080 8666 49
1800 4369 55
2221 5034 79
8483 9945 38
7843 9953 25
8078 8824 13
48 8727 65
2199 7523 23
4518 8045 44
3956 8114 26
66 528 30
4504 6982 96
315 1843 80
6119 6130 3
1557 4069 89
5444 7748 11
5413 6880 31
4687 8741 4
1150 8265 41
5236 5577 61
3993 4417 95
554 9547 70
3074 7877 33
7272 9850 64
499 7692 76
1055 2532 63
8417 9840 57
5512 6218 99
6101 8917 97
1601 2808 63
2921 7029 69
166 6929 72
3992 4210 42
3161 8155 3
2854 3454 52
4280 7659 8
3679 8145 61
6351 9228 85
4613 9001 100
1862 6249 57
382 1058 98
1017 6057 16
615 6292 87
41 4776 80
4688 9839 67
2706 3486 6
826 1391 96
1938 5059 52
129 3225 23
1778 2597 77
5325 6149 53
2320 6560 5
8932 9986 100
2795 8332 45
5311 9469 60
644 2062 67
5467 6477 77
2064 9761 44
2818 3181 43
7920 8821 81
3906 9081 51
3103 8981 57
5399 7495 74
2397 2640 60
7696 8998 20
2648 6493 80
1029 7334 8
9339 9421 27
4041 9611 97
808 5265 69
5979 6975 61
2939 9216 93
9412 9500 88
992 8013 70
202 955 25
4329 9663 10
2940 7351 41
38 6999 54
562 4530 94
1671 3479 42
4630 9859 65
3746 6911 40
373 1093 48
5830 8977 59
1750 2538 95
3247 9808 38
5090 8968 89
2685 4181 51
576 2663 2
4361 9008 10
7199 8109 4
7652 9940 22
4118 8180 80
8168 8636 10
1567 7503 29
523 2365 57
3252 9265 83
5351 9230 44
6169 8134 63
1850 6288 94
631 2631 88
167 1684 89
3024 3093 40
2030 9237 13
8097 8202 65
1332 6029 42
2747 6167 46
4818 5366 35
1012 9464 72
4988 8169 49
7974 9429 91
942 4972 57
5106 5437 79
3173 6682 67
2347 7251 8
29 3174 35
1286 1896 79
2587 9749 26
2970 3904 22
421 972 50
111 5695 84
5134 5563 61
6320 9883 82
1577 4997 78
2855 3444 51
1230 6288 13
2159 7792 9
4847 5137 96
1412 4979 32
3981 7898 82
1990 5817 56
4970 8206 29
329 814 15
2267 3516 13
854 2878 72
7260 7268 2
4300 8046 14
5799 9164 91
1016 7622 42
4499 5797 11
3693 7528 41
2261 5880 2
432 4140 52
